,neurotocism_score,extroversion_score,openness_score,agreeableness_score,conscientiousness_score,impulsiveness_score,sens_seeking_score,alc_consumption
996,-1.05308,0.80523,-0.31776,-0.15487,0.93949,-0.21712,-0.52593,NotCurrentUse
1017,0.22393,1.58487,0.29338,-1.47955,-0.00665,-0.21712,0.7654,NotCurrentUse
1125,0.52135,-0.43999,-0.58331,-1.6209,0.58489,-0.21712,0.07987,NotCurrentUse
1155,0.22393,-0.15487,-0.31776,-0.60633,0.41594,-0.21712,-0.52593,NotCurrentUse
1174,-1.43907,0.00332,-0.84732,0.76096,-0.27607,-0.21712,0.7654,NotCurrentUse
1178,-0.79151,-0.30033,-0.58331,0.76096,-0.27607,-0.21712,-1.18084,NotCurrentUse
1240,-1.32828,0.80523,-1.27553,-1.07533,-0.14277,-0.21712,0.40148,NotCurrentUse
1252,0.04257,-0.80615,-0.31776,-0.45321,-0.65253,-0.21712,-0.21575,NotCurrentUse
1298,-0.58016,-0.94779,1.43533,0.28783,-0.65253,-0.21712,0.07987,NotCurrentUse
1313,-1.86962,1.11406,0.7233,-0.30172,1.30612,-0.21712,0.40148,NotCurrentUse
1359,-1.05308,0.80523,1.65653,-1.21213,-2.30408,-0.21712,0.7654,NotCurrentUse
1376,1.49158,-0.94779,0.7233,-0.01729,2.04506,-0.21712,-1.18084,NotCurrentUse
1385,0.52135,0.32197,1.65653,-0.60633,-0.65253,-0.21712,-0.52593,NotCurrentUse
1427,0.73545,-0.30033,-0.71727,0.43852,-0.89891,-0.21712,-0.21575,NotCurrentUse
1447,-0.58016,0.16767,-0.84732,0.59042,0.7583,-0.21712,-0.21575,NotCurrentUse
1511,-0.14882,-0.57545,-0.84732,-0.60633,-0.52745,-0.21712,-2.07848,NotCurrentUse
1560,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,-0.21712,-0.52593,NotCurrentUse
1642,-0.67825,-0.15487,-0.71727,0.76096,0.25953,-0.21712,-0.21575,NotCurrentUse
1655,-1.69163,0.16767,-0.31776,-0.45321,0.93949,-0.21712,0.07987,NotCurrentUse
1670,-0.58016,0.16767,-0.58331,0.76096,-1.13788,-0.21712,0.07987,NotCurrentUse
1744,-0.24649,-0.57545,-0.58331,0.13136,0.12331,-0.21712,-1.18084,NotCurrentUse
1794,0.73545,-0.57545,-2.09015,-0.76096,-1.92173,-0.21712,-0.52593,NotCurrentUse
1798,2.28554,-1.23177,-0.01928,-2.5383,-2.90161,-0.21712,1.2247,NotCurrentUse
1820,-0.79151,0.32197,1.88511,-1.07533,-0.78155,-0.21712,0.40148,NotCurrentUse
1835,0.31287,-1.50796,0.44585,0.76096,-0.27607,-0.21712,0.7654,NotCurrentUse
1852,-0.46725,-1.23177,-0.45174,0.43852,-0.14277,-0.21712,-0.84637,NotCurrentUse
14,-0.79151,0.80523,-0.01928,0.94156,3.46436,-0.71126,-0.84637,NotCurrentUse
16,-2.05048,-1.50796,-1.55521,-1.07533,1.13407,-0.71126,-0.52593,NotCurrentUse
19,1.37297,-0.15487,-0.17779,-1.92595,-1.5184,-0.71126,-0.21575,NotCurrentUse
23,0.41667,-0.94779,-0.84732,1.11406,-0.89891,-0.71126,0.07987,NotCurrentUse
41,0.04257,-0.43999,-0.01928,-2.07848,0.7583,-0.71126,0.07987,NotCurrentUse
47,0.31287,0.63779,-1.11902,0.28783,1.46191,-0.71126,-0.84637,NotCurrentUse
58,-0.58016,0.63779,-1.97495,0.28783,0.7583,-0.71126,-0.52593,NotCurrentUse
67,-1.05308,-0.69509,-1.11902,1.2861,0.41594,-0.71126,-1.18084,NotCurrentUse
103,-0.58016,1.2861,1.43533,-1.34289,-0.00665,-0.71126,1.2247,NotCurrentUse
144,-1.69163,1.2861,-0.58331,1.2861,2.04506,-0.71126,-0.52593,NotCurrentUse
178,1.49158,0.00332,-1.27553,-0.91699,1.13407,-0.71126,-0.52593,NotCurrentUse
182,-1.32828,-0.43999,-0.31776,0.59042,0.93949,-0.71126,-1.18084,NotCurrentUse
184,1.98437,-0.43999,0.29338,-0.76096,0.93949,-0.71126,0.40148,NotCurrentUse
195,-0.92104,1.2861,-0.01928,-0.01729,0.41594,-0.71126,-1.18084,NotCurrentUse
266,-0.24649,0.00332,-0.45174,-0.01729,-0.00665,-0.71126,-2.07848,NotCurrentUse
293,-0.05188,-0.15487,-0.58331,-0.60633,0.41594,-0.71126,-0.52593,NotCurrentUse
344,-1.86962,0.16767,1.43533,1.81866,1.13407,-0.71126,-0.84637,NotCurrentUse
354,0.22393,-0.15487,-0.01928,0.28783,-0.27607,-0.71126,0.40148,NotCurrentUse
362,0.41667,0.32197,-0.17779,0.59042,0.41594,-0.71126,-0.52593,NotCurrentUse
387,-1.32828,0.32197,-0.58331,-1.34289,2.04506,-0.71126,0.07987,NotCurrentUse
399,-0.92104,1.2861,1.43533,0.94156,0.58489,-0.71126,-1.18084,NotCurrentUse
465,0.31287,0.63779,1.06238,1.11406,-0.27607,-0.71126,0.7654,NotCurrentUse
475,-1.1943,0.96248,-0.45174,0.76096,0.93949,-0.71126,-0.84637,NotCurrentUse
482,-0.67825,-0.15487,0.29338,0.13136,1.63088,-0.71126,-0.21575,NotCurrentUse
517,0.31287,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,NotCurrentUse
521,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,NotCurrentUse
607,-0.05188,0.00332,0.88309,2.03972,-0.14277,-0.71126,0.07987,NotCurrentUse
617,-0.92104,1.2861,-0.31776,-0.60633,0.7583,-0.71126,0.07987,NotCurrentUse
673,0.82562,-0.69509,-0.58331,-0.60633,-1.0145,-0.71126,0.7654,NotCurrentUse
700,-1.05308,1.11406,0.44585,0.76096,1.13407,-0.71126,0.40148,NotCurrentUse
704,-1.43907,0.32197,1.06238,2.03972,0.12331,-0.71126,-0.21575,NotCurrentUse
708,-0.92104,-0.30033,-0.71727,0.59042,0.41594,-0.71126,-1.54858,NotCurrentUse
774,0.13606,-0.43999,-0.84732,-0.30172,-0.00665,-0.71126,-1.54858,NotCurrentUse
793,1.13281,-0.57545,-0.31776,-0.60633,1.13407,-0.71126,-0.21575,NotCurrentUse
809,-1.69163,0.80523,1.06238,-0.91699,-0.40581,-0.71126,0.07987,NotCurrentUse
862,-1.86962,1.2861,2.15324,0.76096,0.93949,-0.71126,0.07987,NotCurrentUse
912,0.31287,-1.50796,-1.68062,-1.6209,0.7583,-0.71126,0.40148,NotCurrentUse
952,1.37297,-0.80615,-0.31776,-0.15487,-0.78155,-0.71126,-1.18084,NotCurrentUse
1004,1.8399,-0.94779,0.88309,0.13136,-0.89891,-0.71126,-0.52593,NotCurrentUse
1071,1.60383,-1.50796,-0.17779,0.28783,-0.40581,-0.71126,-1.54858,NotCurrentUse
1074,-0.92104,-0.57545,0.7233,1.2861,-0.27607,-0.71126,-0.21575,NotCurrentUse
1121,-0.05188,-1.92173,1.65653,-0.01729,-0.40581,-0.71126,-0.52593,NotCurrentUse
1148,-0.58016,0.63779,-0.31776,0.43852,0.93949,-0.71126,-0.52593,NotCurrentUse
1157,-0.46725,0.00332,-0.31776,-1.21213,0.93949,-0.71126,0.40148,NotCurrentUse
1169,0.13606,-0.57545,-0.01928,-0.76096,0.12331,-0.71126,0.40148,NotCurrentUse
1179,-0.14882,-1.6334,0.29338,-0.60633,-0.27607,-0.71126,0.40148,NotCurrentUse
1268,-1.32828,-0.15487,-1.11902,0.94156,0.12331,-0.71126,-0.52593,NotCurrentUse
1273,-1.69163,-0.69509,-1.68062,0.13136,1.81175,-0.71126,0.07987,NotCurrentUse
1321,1.02119,-1.37639,-0.17779,0.28783,1.46191,-0.71126,-0.84637,NotCurrentUse
1329,1.23461,-1.09207,0.88309,0.13136,-0.65253,-0.71126,0.40148,NotCurrentUse
1391,1.37297,0.32197,-0.17779,-0.01729,0.41594,-0.71126,-0.84637,NotCurrentUse
1408,-0.58016,-0.43999,0.58331,1.45039,1.30612,-0.71126,-1.18084,NotCurrentUse
1415,0.91093,-0.69509,-0.71727,0.28783,-0.00665,-0.71126,-0.52593,NotCurrentUse
1435,1.23461,-0.43999,0.29338,0.43852,-0.14277,-0.71126,1.2247,NotCurrentUse
1478,1.37297,0.32197,0.7233,0.94156,0.12331,-0.71126,0.07987,NotCurrentUse
1517,-0.24649,-0.80615,-1.27553,-1.34289,-1.92173,-0.71126,0.07987,NotCurrentUse
1543,1.02119,-0.94779,0.88309,0.13136,-0.14277,-0.71126,0.40148,NotCurrentUse
1559,0.62967,-1.50796,-0.31776,0.28783,-0.14277,-0.71126,-2.07848,NotCurrentUse
1570,-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858,NotCurrentUse
1641,0.04257,-0.80615,-0.01928,0.43852,-0.14277,-0.71126,-0.84637,NotCurrentUse
1647,-0.14882,-0.30033,-0.84732,-0.30172,1.46191,-0.71126,-0.21575,NotCurrentUse
1659,-0.67825,-0.15487,-0.31776,1.61108,-0.27607,-0.71126,0.40148,NotCurrentUse
1671,-1.05308,0.47617,0.88309,0.43852,0.7583,-0.71126,-0.21575,NotCurrentUse
1694,0.13606,-1.7625,-0.45174,0.28783,-0.40581,-0.71126,-0.52593,NotCurrentUse
1713,1.23461,0.47617,0.58331,-0.76096,0.93949,-0.71126,-0.21575,NotCurrentUse
1742,-0.46725,-0.94779,-1.42424,0.43852,-0.00665,-0.71126,-0.52593,NotCurrentUse
1772,0.82562,-0.43999,0.44585,0.43852,-1.0145,-0.71126,0.40148,NotCurrentUse
6,-0.67825,-0.30033,-1.55521,2.03972,1.63088,-1.37983,-1.54858,NotCurrentUse
9,0.62967,2.57309,-0.97631,0.76096,1.13407,-1.37983,-1.54858,NotCurrentUse
10,-0.24649,0.00332,-1.42424,0.59042,0.12331,-1.37983,-0.84637,NotCurrentUse
18,0.52135,-1.23177,-0.31776,-0.45321,-1.38502,-1.37983,-0.84637,NotCurrentUse
20,-0.34799,-1.7625,-2.39883,-1.92595,0.7583,-1.37983,-2.07848,NotCurrentUse
24,1.60383,-3.27393,-1.27553,0.28783,-1.0145,-1.37983,-1.54858,NotCurrentUse
32,-1.1943,-0.80615,0.14143,-0.60633,-0.00665,-1.37983,-0.84637,NotCurrentUse
40,-0.24649,-0.94779,-1.11902,-0.76096,0.41594,-1.37983,-0.21575,NotCurrentUse
56,0.04257,-0.69509,-1.11902,-0.45321,-0.40581,-1.37983,-2.07848,NotCurrentUse
60,-0.46725,-1.23177,-1.27553,-1.6209,-0.14277,-1.37983,-1.54858,NotCurrentUse
61,1.37297,0.32197,0.29338,-0.30172,-0.27607,-1.37983,0.07987,NotCurrentUse
62,-2.21844,1.58487,1.24033,0.13136,1.30612,-1.37983,-1.18084,NotCurrentUse
63,-0.58016,-1.37639,-1.82919,-1.34289,0.41594,-1.37983,-1.18084,NotCurrentUse
64,1.02119,-0.30033,-0.71727,-0.60633,-0.00665,-1.37983,-1.18084,NotCurrentUse
65,-1.55078,0.47617,1.06238,-0.45321,0.93949,-1.37983,-0.52593,NotCurrentUse
89,0.31287,-1.92173,-1.42424,-0.76096,-0.52745,-1.37983,-2.07848,NotCurrentUse
94,-0.14882,-0.80615,-0.97631,0.76096,0.41594,-1.37983,-1.54858,NotCurrentUse
97,0.13606,-1.09207,0.29338,-0.15487,0.7583,-1.37983,-1.54858,NotCurrentUse
102,-0.58016,0.47617,-1.68062,-0.15487,0.93949,-1.37983,-0.84637,NotCurrentUse
106,-2.21844,0.47617,-1.82919,-0.76096,2.04506,-1.37983,-1.54858,NotCurrentUse
149,-0.05188,-1.09207,-2.63199,-0.91699,0.25953,-1.37983,-1.54858,NotCurrentUse
163,0.22393,0.00332,-0.17779,1.61108,0.93949,-1.37983,-0.21575,NotCurrentUse
165,0.13606,0.32197,-1.55521,1.45039,1.13407,-1.37983,-0.52593,NotCurrentUse
177,-0.14882,-0.57545,-0.84732,-1.21213,-0.52745,-1.37983,-1.18084,NotCurrentUse
180,0.41667,-0.15487,-0.97631,1.11406,-0.65253,-1.37983,-1.18084,NotCurrentUse
183,0.31287,0.80523,-0.31776,1.2861,0.7583,-1.37983,-1.18084,NotCurrentUse
185,0.04257,-0.80615,-0.97631,0.59042,0.25953,-1.37983,-1.18084,NotCurrentUse
187,-0.67825,1.45421,0.14143,0.28783,1.81175,-1.37983,-1.54858,NotCurrentUse
188,-0.79151,-0.80615,-1.97495,1.11406,0.58489,-1.37983,-1.54858,NotCurrentUse
210,-1.43907,0.47617,1.06238,-0.45321,1.13407,-1.37983,-0.84637,NotCurrentUse
263,-0.92104,0.80523,-0.31776,0.94156,0.25953,-1.37983,-1.54858,NotCurrentUse
291,-0.92104,0.96248,-0.84732,1.45039,0.93949,-1.37983,-1.54858,NotCurrentUse
300,-0.24649,-0.43999,-1.55521,0.13136,0.58489,-1.37983,-1.54858,NotCurrentUse
309,-1.32828,-0.15487,-0.84732,0.13136,0.58489,-1.37983,-1.54858,NotCurrentUse
317,0.04257,0.00332,-0.71727,0.28783,0.93949,-1.37983,-1.18084,NotCurrentUse
331,-0.46725,-0.43999,-1.55521,0.94156,0.7583,-1.37983,-1.54858,NotCurrentUse
347,-0.92104,0.80523,-0.01928,-0.01729,0.41594,-1.37983,-1.54858,NotCurrentUse
366,-1.05308,0.47617,-0.17779,-0.15487,0.58489,-1.37983,-1.18084,NotCurrentUse
435,-0.67825,-0.30033,1.06238,1.81866,0.7583,-1.37983,-1.18084,NotCurrentUse
480,1.13281,-0.80615,-0.17779,-1.34289,-0.65253,-1.37983,-0.84637,NotCurrentUse
496,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,NotCurrentUse
504,-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,NotCurrentUse
524,0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,NotCurrentUse
537,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,NotCurrentUse
546,-0.92104,-0.43999,0.88309,3.15735,-0.00665,-1.37983,-1.18084,NotCurrentUse
677,2.28554,-2.11437,-0.31776,-0.01729,-2.04506,-1.37983,-1.54858,NotCurrentUse
682,0.52135,-0.15487,-0.45174,-0.15487,-0.65253,-1.37983,-0.52593,NotCurrentUse
710,-0.58016,-0.15487,-0.84732,1.11406,0.41594,-1.37983,-0.84637,NotCurrentUse
721,-0.05188,-0.30033,-0.01928,-0.60633,-0.40581,-1.37983,-1.18084,NotCurrentUse
807,0.41667,-1.92173,-0.97631,0.76096,-1.5184,-1.37983,-0.84637,NotCurrentUse
929,-0.67825,-0.69509,-0.58331,0.13136,-0.65253,-1.37983,-0.84637,NotCurrentUse
946,0.41667,0.00332,-2.39883,-0.30172,0.7583,-1.37983,-2.07848,NotCurrentUse
1001,2.127,-1.7625,-0.31776,-1.47955,0.25953,-1.37983,-0.52593,NotCurrentUse
1013,-1.1943,0.63779,2.44904,0.76096,1.30612,-1.37983,0.07987,NotCurrentUse
1086,-0.05188,0.96248,2.15324,-0.30172,0.25953,-1.37983,-0.52593,NotCurrentUse
1226,1.13281,-0.57545,0.14143,0.59042,-1.5184,-1.37983,-0.21575,NotCurrentUse
1244,-1.32828,-0.30033,-2.21069,1.61108,-1.25773,-1.37983,-1.54858,NotCurrentUse
1256,-0.92104,0.80523,-0.58331,-0.60633,-0.00665,-1.37983,-0.84637,NotCurrentUse
1365,0.22393,-1.7625,0.44585,0.43852,-1.38502,-1.37983,-0.84637,NotCurrentUse
1390,-0.34799,0.16767,-0.71727,-0.45321,0.12331,-1.37983,-1.54858,NotCurrentUse
1392,0.73545,0.00332,0.14143,0.76096,1.46191,-1.37983,-0.52593,NotCurrentUse
1432,0.41667,-1.37639,-1.11902,0.59042,0.25953,-1.37983,-2.07848,NotCurrentUse
1440,1.02119,-0.94779,-0.71727,1.2861,0.93949,-1.37983,-1.54858,NotCurrentUse
1468,-1.86962,-0.15487,-0.58331,2.46262,0.41594,-1.37983,-2.07848,NotCurrentUse
1508,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,-1.37983,-0.84637,NotCurrentUse
1520,-0.05188,-2.72827,1.24033,1.45039,0.41594,-1.37983,-2.07848,NotCurrentUse
1549,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,-1.37983,-2.07848,NotCurrentUse
1573,-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848,NotCurrentUse
1576,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637,NotCurrentUse
1609,-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858,NotCurrentUse
1626,0.62967,0.00332,-0.01928,0.76096,-0.00665,-1.37983,-0.52593,NotCurrentUse
1665,0.13606,-0.43999,-1.55521,-0.01729,0.93949,-1.37983,-1.54858,NotCurrentUse
1674,2.28554,-2.11437,-0.97631,1.11406,-0.65253,-1.37983,-0.84637,NotCurrentUse
1718,0.41667,1.11406,-1.11902,2.46262,1.30612,-1.37983,-1.54858,NotCurrentUse
1765,0.31287,-1.92173,0.14143,1.2861,2.63199,-1.37983,-0.52593,NotCurrentUse
1827,0.82562,-1.6334,-0.31776,-1.47955,-1.13788,-1.37983,-1.18084,NotCurrentUse
1847,-1.05308,-0.94779,-0.97631,-0.76096,0.7583,-1.37983,-0.52593,NotCurrentUse
1857,0.31287,-0.57545,-0.31776,-1.47955,-0.89891,-1.37983,0.7654,NotCurrentUse
1065,-0.58016,-0.69509,-2.39883,-0.30172,-0.27607,-2.55524,-1.18084,NotCurrentUse
1723,-1.1943,-1.23177,-2.21069,1.81866,0.58489,-2.55524,-2.07848,NotCurrentUse
